ภาค,จังหวัด,เขตการปกครอง,กลุ่มอายุ (ย้ายถิ่น),ยอดรวม,ยอดรวม,ยอดรวม,ผู้ย้ายถิ่น,ผู้ย้ายถิ่น,ผู้ย้ายถิ่น,ผู้ไม่ย้ายถิ่น,ผู้ไม่ย้ายถิ่น,ผู้ไม่ย้ายถิ่น
ภาคกลาง,สระบุรี,นอกเขตเทศบาล,40 - 44," 34,215 "," 18,788 "," 15,427 ", -   , -   , -   ," 34,215 "," 18,788 "," 15,427 "
ภาคกลาง,สระบุรี,นอกเขตเทศบาล,45 - 49," 40,135 "," 18,524 "," 21,611 ", -   , -   , -   ," 40,135 "," 18,524 "," 21,611 "
ภาคกลาง,สระบุรี,นอกเขตเทศบาล,50 - 54," 33,903 "," 15,263 "," 18,640 ", 334 , 334 , -   ," 33,569 "," 14,929 "," 18,640 "
ภาคกลาง,สระบุรี,นอกเขตเทศบาล,55 - 59," 35,401 "," 17,557 "," 17,845 ", -   , -   , -   ," 35,401 "," 17,557 "," 17,845 "
ภาคกลาง,สระบุรี,นอกเขตเทศบาล,60 ปีขึ้นไป," 85,492 "," 37,318 "," 48,174 ", -   , -   , -   ," 85,492 "," 37,318 "," 48,174 "
ภาคกลาง,ชลบุรี,รวม,ยอดรวม," 1,746,546 "," 866,889 "," 879,656 "," 14,951 "," 8,548 "," 6,403 "," 1,731,595 "," 858,341 "," 873,253 "
ภาคกลาง,ชลบุรี,รวม,0 - 5," 59,870 "," 29,891 "," 29,979 ", -   , -   , -   ," 59,870 "," 29,891 "," 29,979 "
ภาคกลาง,ชลบุรี,รวม,6 - 12," 125,825 "," 62,629 "," 63,196 ", -   , -   , -   ," 125,825 "," 62,629 "," 63,196 "
ภาคกลาง,ชลบุรี,รวม,13 - 14," 35,787 "," 16,416 "," 19,370 ", -   , -   , -   ," 35,787 "," 16,416 "," 19,370 "
ภาคกลาง,ชลบุรี,รวม,15 - 19," 94,482 "," 44,298 "," 50,184 ", -   , -   , -   ," 94,482 "," 44,298 "," 50,184 "
ภาคกลาง,ชลบุรี,รวม,20 - 24," 144,895 "," 67,645 "," 77,250 "," 1,946 ", -   ," 1,946 "," 142,949 "," 67,645 "," 75,304 "
ภาคกลาง,ชลบุรี,รวม,25 - 29," 185,717 "," 90,021 "," 95,696 "," 8,710 "," 5,159 "," 3,551 "," 177,007 "," 84,862 "," 92,145 "
ภาคกลาง,ชลบุรี,รวม,30 - 34," 182,219 "," 93,032 "," 89,187 "," 1,988 "," 1,811 ", 177 ," 180,231 "," 91,221 "," 89,010 "
ภาคกลาง,ชลบุรี,รวม,35 - 39," 179,930 "," 90,885 "," 89,045 ", 796 , 232 , 564 ," 179,134 "," 90,653 "," 88,481 "
ภาคกลาง,ชลบุรี,รวม,40 - 44," 166,384 "," 89,156 "," 77,229 "," 1,346 "," 1,346 ", -   ," 165,038 "," 87,810 "," 77,229 "
ภาคกลาง,ชลบุรี,รวม,45 - 49," 139,483 "," 68,588 "," 70,894 ", -   , -   , -   ," 139,483 "," 68,588 "," 70,894 "
ภาคกลาง,ชลบุรี,รวม,50 - 54," 106,864 "," 50,105 "," 56,758 ", -   , -   , -   ," 106,864 "," 50,105 "," 56,758 "
ภาคกลาง,ชลบุรี,รวม,55 - 59," 107,019 "," 57,116 "," 49,904 ", -   , -   , -   ," 107,019 "," 57,116 "," 49,904 "
ภาคกลาง,ชลบุรี,รวม,60 ปีขึ้นไป," 218,071 "," 107,107 "," 110,964 ", 165 , -   , 165 ," 217,906 "," 107,107 "," 110,799 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,ยอดรวม," 1,302,241 "," 645,225 "," 657,016 "," 12,917 "," 7,236 "," 5,681 "," 1,289,324 "," 637,989 "," 651,335 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,0 - 5," 43,510 "," 21,923 "," 21,587 ", -   , -   , -   ," 43,510 "," 21,923 "," 21,587 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,6 - 12," 99,827 "," 48,943 "," 50,884 ", -   , -   , -   ," 99,827 "," 48,943 "," 50,884 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,13 - 14," 21,804 "," 10,214 "," 11,590 ", -   , -   , -   ," 21,804 "," 10,214 "," 11,590 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,15 - 19," 70,453 "," 32,971 "," 37,482 ", -   , -   , -   ," 70,453 "," 32,971 "," 37,482 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,20 - 24," 108,046 "," 50,348 "," 57,698 "," 1,946 ", -   ," 1,946 "," 106,100 "," 50,348 "," 55,752 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,25 - 29," 138,478 "," 67,002 "," 71,476 "," 7,525 "," 4,354 "," 3,171 "," 130,953 "," 62,648 "," 68,305 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,30 - 34," 135,858 "," 69,244 "," 66,614 "," 1,536 "," 1,536 ", -   ," 134,322 "," 67,708 "," 66,614 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,35 - 39," 134,155 "," 67,646 "," 66,509 ", 564 , -   , 564 ," 133,591 "," 67,646 "," 65,945 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,40 - 44," 120,233 "," 61,486 "," 58,747 "," 1,346 "," 1,346 ", -   ," 118,887 "," 60,140 "," 58,747 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,45 - 49," 107,807 "," 55,922 "," 51,885 ", -   , -   , -   ," 107,807 "," 55,922 "," 51,885 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,50 - 54," 78,806 "," 35,878 "," 42,928 ", -   , -   , -   ," 78,806 "," 35,878 "," 42,928 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,55 - 59," 80,663 "," 43,926 "," 36,737 ", -   , -   , -   ," 80,663 "," 43,926 "," 36,737 "
ภาคกลาง,ชลบุรี,ในเขตเทศบาล,60 ปีขึ้นไป," 162,601 "," 79,722 "," 82,879 ", -   , -   , -   ," 162,601 "," 79,722 "," 82,879 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,ยอดรวม," 444,305 "," 221,664 "," 222,640 "," 2,034 "," 1,312 ", 722 ," 442,271 "," 220,352 "," 221,918 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,0 - 5," 16,360 "," 7,968 "," 8,392 ", -   , -   , -   ," 16,360 "," 7,968 "," 8,392 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,6 - 12," 25,998 "," 13,686 "," 12,312 ", -   , -   , -   ," 25,998 "," 13,686 "," 12,312 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,13 - 14," 13,983 "," 6,202 "," 7,780 ", -   , -   , -   ," 13,983 "," 6,202 "," 7,780 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,15 - 19," 24,029 "," 11,327 "," 12,702 ", -   , -   , -   ," 24,029 "," 11,327 "," 12,702 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,20 - 24," 36,849 "," 17,297 "," 19,552 ", -   , -   , -   ," 36,849 "," 17,297 "," 19,552 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,25 - 29," 47,239 "," 23,019 "," 24,220 "," 1,185 ", 805 , 380 ," 46,054 "," 22,214 "," 23,840 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,30 - 34," 46,361 "," 23,788 "," 22,573 ", 452 , 275 , 177 ," 45,909 "," 23,513 "," 22,396 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,35 - 39," 45,775 "," 23,239 "," 22,536 ", 232 , 232 , -   ," 45,543 "," 23,007 "," 22,536 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,40 - 44," 46,151 "," 27,670 "," 18,482 ", -   , -   , -   ," 46,151 "," 27,670 "," 18,482 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,45 - 49," 31,676 "," 12,666 "," 19,009 ", -   , -   , -   ," 31,676 "," 12,666 "," 19,009 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,50 - 54," 28,058 "," 14,227 "," 13,830 ", -   , -   , -   ," 28,058 "," 14,227 "," 13,830 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,55 - 59," 26,356 "," 13,190 "," 13,167 ", -   , -   , -   ," 26,356 "," 13,190 "," 13,167 "
ภาคกลาง,ชลบุรี,นอกเขตเทศบาล,60 ปีขึ้นไป," 55,470 "," 27,385 "," 28,085 ", 165 , -   , 165 ," 55,305 "," 27,385 "," 27,920 "
ภาคกลาง,ระยอง,รวม,ยอดรวม," 939,740 "," 475,157 "," 464,582 "," 13,761 "," 7,932 "," 5,830 "," 925,979 "," 467,225 "," 458,752 "
ภาคกลาง,ระยอง,รวม,0 - 5," 56,621 "," 29,635 "," 26,986 ", -   , -   , -   ," 56,621 "," 29,635 "," 26,986 "
ภาคกลาง,ระยอง,รวม,6 - 12," 82,705 "," 41,455 "," 41,250 ", -   , -   , -   ," 82,705 "," 41,455 "," 41,250 "
ภาคกลาง,ระยอง,รวม,13 - 14," 22,885 "," 12,587 "," 10,297 ", -   , -   , -   ," 22,885 "," 12,587 "," 10,297 "
ภาคกลาง,ระยอง,รวม,15 - 19," 53,946 "," 28,110 "," 25,836 "," 1,000 ", 708 , 292 ," 52,946 "," 27,402 "," 25,544 "
ภาคกลาง,ระยอง,รวม,20 - 24," 66,627 "," 34,656 "," 31,971 "," 2,937 "," 1,582 "," 1,356 "," 63,690 "," 33,074 "," 30,615 "
ภาคกลาง,ระยอง,รวม,25 - 29," 78,047 "," 41,615 "," 36,432 "," 1,813 "," 1,813 ", -   ," 76,234 "," 39,802 "," 36,432 "
ภาคกลาง,ระยอง,รวม,30 - 34," 83,809 "," 44,659 "," 39,150 "," 2,828 ", 929 ," 1,899 "," 80,981 "," 43,730 "," 37,251 "
ภาคกลาง,ระยอง,รวม,35 - 39," 89,854 "," 46,085 "," 43,769 "," 1,513 "," 1,083 ", 430 ," 88,341 "," 45,002 "," 43,339 "
ภาคกลาง,ระยอง,รวม,40 - 44," 83,553 "," 43,720 "," 39,833 "," 2,162 ", 937 ," 1,225 "," 81,391 "," 42,783 "," 38,608 "
ภาคกลาง,ระยอง,รวม,45 - 49," 81,182 "," 40,214 "," 40,968 ", 628 , -   , 628 ," 80,554 "," 40,214 "," 40,340 "
ภาคกลาง,ระยอง,รวม,50 - 54," 70,924 "," 37,008 "," 33,916 ", 880 , 880 , -   ," 70,044 "," 36,128 "," 33,916 "
ภาคกลาง,ระยอง,รวม,55 - 59," 51,976 "," 23,036 "," 28,940 ", -   , -   , -   ," 51,976 "," 23,036 "," 28,940 "
ภาคกลาง,ระยอง,รวม,60 ปีขึ้นไป," 117,611 "," 52,377 "," 65,234 ", -   , -   , -   ," 117,611 "," 52,377 "," 65,234 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,ยอดรวม," 511,010 "," 255,444 "," 255,566 "," 10,241 "," 5,335 "," 4,906 "," 500,769 "," 250,109 "," 250,660 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,0 - 5," 36,188 "," 18,684 "," 17,504 ", -   , -   , -   ," 36,188 "," 18,684 "," 17,504 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,6 - 12," 38,168 "," 18,338 "," 19,830 ", -   , -   , -   ," 38,168 "," 18,338 "," 19,830 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,13 - 14," 13,831 "," 7,963 "," 5,868 ", -   , -   , -   ," 13,831 "," 7,963 "," 5,868 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,15 - 19," 29,324 "," 15,111 "," 14,213 "," 1,000 ", 708 , 292 ," 28,324 "," 14,403 "," 13,921 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,20 - 24," 36,219 "," 18,631 "," 17,588 "," 1,231 ", 540 , 691 ," 34,988 "," 18,091 "," 16,897 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,25 - 29," 42,413 "," 22,372 "," 20,041 ", 924 , 924 , -   ," 41,489 "," 21,448 "," 20,041 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,30 - 34," 45,545 "," 24,009 "," 21,536 "," 2,411 ", 512 ," 1,899 "," 43,134 "," 23,497 "," 19,637 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,35 - 39," 48,854 "," 24,776 "," 24,078 "," 1,513 "," 1,083 ", 430 ," 47,341 "," 23,693 "," 23,648 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,40 - 44," 45,735 "," 23,173 "," 22,562 "," 1,903 ", 937 , 966 ," 43,832 "," 22,236 "," 21,596 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,45 - 49," 43,837 "," 21,951 "," 21,886 ", 628 , -   , 628 ," 43,209 "," 21,951 "," 21,258 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,50 - 54," 43,963 "," 20,918 "," 23,045 ", 631 , 631 , -   ," 43,332 "," 20,287 "," 23,045 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,55 - 59," 22,893 "," 11,361 "," 11,532 ", -   , -   , -   ," 22,893 "," 11,361 "," 11,532 "
ภาคกลาง,ระยอง,ในเขตเทศบาล,60 ปีขึ้นไป," 64,040 "," 28,157 "," 35,883 ", -   , -   , -   ," 64,040 "," 28,157 "," 35,883 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,ยอดรวม," 428,730 "," 219,713 "," 209,016 "," 3,520 "," 2,597 ", 924 ," 425,210 "," 217,116 "," 208,092 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,0 - 5," 20,433 "," 10,951 "," 9,482 ", -   , -   , -   ," 20,433 "," 10,951 "," 9,482 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,6 - 12," 44,537 "," 23,117 "," 21,420 ", -   , -   , -   ," 44,537 "," 23,117 "," 21,420 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,13 - 14," 9,054 "," 4,624 "," 4,429 ", -   , -   , -   ," 9,054 "," 4,624 "," 4,429 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,15 - 19," 24,622 "," 12,999 "," 11,623 ", -   , -   , -   ," 24,622 "," 12,999 "," 11,623 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,20 - 24," 30,408 "," 16,025 "," 14,383 "," 1,706 "," 1,042 ", 665 ," 28,702 "," 14,983 "," 13,718 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,25 - 29," 35,634 "," 19,243 "," 16,391 ", 889 , 889 , -   ," 34,745 "," 18,354 "," 16,391 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,30 - 34," 38,264 "," 20,650 "," 17,614 ", 417 , 417 , -   ," 37,847 "," 20,233 "," 17,614 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,35 - 39," 41,000 "," 21,309 "," 19,691 ", -   , -   , -   ," 41,000 "," 21,309 "," 19,691 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,40 - 44," 37,818 "," 20,547 "," 17,271 ", 259 , -   , 259 ," 37,559 "," 20,547 "," 17,012 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,45 - 49," 37,345 "," 18,263 "," 19,082 ", -   , -   , -   ," 37,345 "," 18,263 "," 19,082 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,50 - 54," 26,961 "," 16,090 "," 10,871 ", 249 , 249 , -   ," 26,712 "," 15,841 "," 10,871 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,55 - 59," 29,083 "," 11,675 "," 17,408 ", -   , -   , -   ," 29,083 "," 11,675 "," 17,408 "
ภาคกลาง,ระยอง,นอกเขตเทศบาล,60 ปีขึ้นไป," 53,571 "," 24,220 "," 29,351 ", -   , -   , -   ," 53,571 "," 24,220 "," 29,351 "
ภาคกลาง,จันทบุรี,รวม,ยอดรวม," 577,596 "," 283,208 "," 294,390 "," 8,343 "," 4,071 "," 4,273 "," 569,253 "," 279,137 "," 290,117 "
ภาคกลาง,จันทบุรี,รวม,0 - 5," 32,011 "," 15,913 "," 16,098 ", 649 , 649 , -   ," 31,362 "," 15,264 "," 16,098 "
ภาคกลาง,จันทบุรี,รวม,6 - 12," 51,372 "," 26,878 "," 24,495 ", 742 , 145 , 598 ," 50,630 "," 26,733 "," 23,897 "
ภาคกลาง,จันทบุรี,รวม,13 - 14," 14,976 "," 7,923 "," 7,053 ", -   , -   , -   ," 14,976 "," 7,923 "," 7,053 "
ภาคกลาง,จันทบุรี,รวม,15 - 19," 32,723 "," 16,497 "," 16,226 ", 398 , 398 , -   ," 32,325 "," 16,099 "," 16,226 "
ภาคกลาง,จันทบุรี,รวม,20 - 24," 34,612 "," 17,351 "," 17,261 ", 942 , -   , 942 ," 33,670 "," 17,351 "," 16,319 "
ภาคกลาง,จันทบุรี,รวม,25 - 29," 33,631 "," 17,701 "," 15,930 "," 1,234 ", 955 , 279 ," 32,397 "," 16,746 "," 15,651 "
ภาคกลาง,จันทบุรี,รวม,30 - 34," 36,650 "," 18,564 "," 18,086 ", 662 , 497 , 165 ," 35,988 "," 18,067 "," 17,921 "
ภาคกลาง,จันทบุรี,รวม,35 - 39," 44,102 "," 21,245 "," 22,858 "," 1,335 ", 513 , 823 ," 42,767 "," 20,732 "," 22,035 "
ภาคกลาง,จันทบุรี,รวม,40 - 44," 48,286 "," 23,091 "," 25,195 ", 347 , 347 , -   ," 47,939 "," 22,744 "," 25,195 "
ภาคกลาง,จันทบุรี,รวม,45 - 49," 52,060 "," 26,022 "," 26,038 ", 209 , -   , 209 ," 51,851 "," 26,022 "," 25,829 "
ภาคกลาง,จันทบุรี,รวม,50 - 54," 47,583 "," 22,910 "," 24,673 ", -   , -   , -   ," 47,583 "," 22,910 "," 24,673 "
ภาคกลาง,จันทบุรี,รวม,55 - 59," 45,355 "," 21,753 "," 23,602 ", 920 , 164 , 756 ," 44,435 "," 21,589 "," 22,846 "
ภาคกลาง,จันทบุรี,รวม,60 ปีขึ้นไป," 104,235 "," 47,360 "," 56,875 ", 905 , 403 , 501 ," 103,330 "," 46,957 "," 56,374 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,ยอดรวม," 289,568 "," 140,076 "," 149,493 "," 5,762 "," 2,847 "," 2,915 "," 283,806 "," 137,229 "," 146,578 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,0 - 5," 15,724 "," 7,699 "," 8,025 ", 649 , 649 , -   ," 15,075 "," 7,050 "," 8,025 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,6 - 12," 26,189 "," 12,798 "," 13,391 ", 321 , -   , 321 ," 25,868 "," 12,798 "," 13,070 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,13 - 14," 7,366 "," 4,588 "," 2,778 ", -   , -   , -   ," 7,366 "," 4,588 "," 2,778 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,15 - 19," 16,398 "," 8,159 "," 8,239 ", -   , -   , -   ," 16,398 "," 8,159 "," 8,239 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,20 - 24," 17,348 "," 8,582 "," 8,766 ", 691 , -   , 691 ," 16,657 "," 8,582 "," 8,075 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,25 - 29," 16,844 "," 8,755 "," 8,089 ", 853 , 722 , 131 ," 15,991 "," 8,033 "," 7,958 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,30 - 34," 18,367 "," 9,183 "," 9,184 ", 525 , 360 , 165 ," 17,842 "," 8,823 "," 9,019 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,35 - 39," 22,115 "," 10,509 "," 11,607 ", 957 , 343 , 615 ," 21,158 "," 10,166 "," 10,992 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,40 - 44," 23,418 "," 11,459 "," 11,959 ", 206 , 206 , -   ," 23,212 "," 11,253 "," 11,959 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,45 - 49," 26,890 "," 12,832 "," 14,058 ", -   , -   , -   ," 26,890 "," 12,832 "," 14,058 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,50 - 54," 23,104 "," 11,373 "," 11,731 ", -   , -   , -   ," 23,104 "," 11,373 "," 11,731 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,55 - 59," 23,500 "," 10,717 "," 12,783 ", 800 , 164 , 636 ," 22,700 "," 10,553 "," 12,147 "
ภาคกลาง,จันทบุรี,ในเขตเทศบาล,60 ปีขึ้นไป," 52,305 "," 23,422 "," 28,883 ", 760 , 403 , 356 ," 51,545 "," 23,019 "," 28,527 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,ยอดรวม," 288,028 "," 143,132 "," 144,897 "," 2,581 "," 1,224 "," 1,358 "," 285,447 "," 141,908 "," 143,539 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,0 - 5," 16,287 "," 8,214 "," 8,073 ", -   , -   , -   ," 16,287 "," 8,214 "," 8,073 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,6 - 12," 25,183 "," 14,080 "," 11,104 ", 421 , 145 , 277 ," 24,762 "," 13,935 "," 10,827 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,13 - 14," 7,610 "," 3,335 "," 4,275 ", -   , -   , -   ," 7,610 "," 3,335 "," 4,275 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,15 - 19," 16,325 "," 8,338 "," 7,987 ", 398 , 398 , -   ," 15,927 "," 7,940 "," 7,987 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,20 - 24," 17,264 "," 8,769 "," 8,495 ", 251 , -   , 251 ," 17,013 "," 8,769 "," 8,244 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,25 - 29," 16,787 "," 8,946 "," 7,841 ", 381 , 233 , 148 ," 16,406 "," 8,713 "," 7,693 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,30 - 34," 18,283 "," 9,381 "," 8,902 ", 137 , 137 , -   ," 18,146 "," 9,244 "," 8,902 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,35 - 39," 21,987 "," 10,736 "," 11,251 ", 378 , 170 , 208 ," 21,609 "," 10,566 "," 11,043 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,40 - 44," 24,868 "," 11,632 "," 13,236 ", 141 , 141 , -   ," 24,727 "," 11,491 "," 13,236 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,45 - 49," 25,170 "," 13,190 "," 11,980 ", 209 , -   , 209 ," 24,961 "," 13,190 "," 11,771 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,50 - 54," 24,479 "," 11,537 "," 12,942 ", -   , -   , -   ," 24,479 "," 11,537 "," 12,942 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,55 - 59," 21,855 "," 11,036 "," 10,819 ", 120 , -   , 120 ," 21,735 "," 11,036 "," 10,699 "
ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,60 ปีขึ้นไป," 51,930 "," 23,938 "," 27,992 ", 145 , -   , 145 ," 51,785 "," 23,938 "," 27,847 "
ภาคกลาง,ตราด,รวม,ยอดรวม," 298,646 "," 150,762 "," 147,882 "," 5,289 "," 3,070 "," 2,219 "," 293,357 "," 147,692 "," 145,663 "
ภาคกลาง,ตราด,รวม,0 - 5," 18,692 "," 10,051 "," 8,641 ", 631 , 385 , 246 ," 18,061 "," 9,666 "," 8,395 "
ภาคกลาง,ตราด,รวม,6 - 12," 27,128 "," 12,988 "," 14,141 ", 327 , 172 , 155 ," 26,801 "," 12,816 "," 13,986 "
ภาคกลาง,ตราด,รวม,13 - 14," 8,764 "," 5,230 "," 3,534 ", 74 , 74 , -   ," 8,690 "," 5,156 "," 3,534 "
ภาคกลาง,ตราด,รวม,15 - 19," 17,459 "," 8,808 "," 8,651 ", 492 , 252 , 240 ," 16,967 "," 8,556 "," 8,411 "
ภาคกลาง,ตราด,รวม,20 - 24," 18,708 "," 9,499 "," 9,209 ", 855 , 625 , 230 ," 17,853 "," 8,874 "," 8,979 "
ภาคกลาง,ตราด,รวม,25 - 29," 20,285 "," 10,795 "," 9,490 ", 540 , 380 , 161 ," 19,745 "," 10,415 "," 9,329 "
ภาคกลาง,ตราด,รวม,30 - 34," 20,928 "," 11,304 "," 9,624 ", 651 , 90 , 561 ," 20,277 "," 11,214 "," 9,063 "
ภาคกลาง,ตราด,รวม,35 - 39," 23,375 "," 11,971 "," 11,404 ", 283 , 283 , -   ," 23,092 "," 11,688 "," 11,404 "
ภาคกลาง,ตราด,รวม,40 - 44," 26,681 "," 14,134 "," 12,544 ", 592 , 276 , 315 ," 26,089 "," 13,858 "," 12,229 "
ภาคกลาง,ตราด,รวม,45 - 49," 22,936 "," 10,957 "," 11,979 ", 405 , 148 , 257 ," 22,531 "," 10,809 "," 11,722 "
ภาคกลาง,ตราด,รวม,50 - 54," 21,286 "," 10,071 "," 11,216 ", 145 , 91 , 54 ," 21,141 "," 9,980 "," 11,162 "
ภาคกลาง,ตราด,รวม,55 - 59," 23,379 "," 11,900 "," 11,478 ", 108 , 108 , -   ," 23,271 "," 11,792 "," 11,478 "
ภาคกลาง,ตราด,รวม,60 ปีขึ้นไป," 49,025 "," 23,054 "," 25,971 ", 186 , 186 , -   ," 48,839 "," 22,868 "," 25,971 "
ภาคกลาง,ตราด,ในเขตเทศบาล,ยอดรวม," 99,941 "," 49,569 "," 50,370 "," 2,060 "," 1,177 ", 882 ," 97,881 "," 48,392 "," 49,488 "
ภาคกลาง,ตราด,ในเขตเทศบาล,0 - 5," 5,972 "," 2,822 "," 3,150 ", -   , -   , -   ," 5,972 "," 2,822 "," 3,150 "
ภาคกลาง,ตราด,ในเขตเทศบาล,6 - 12," 9,199 "," 4,482 "," 4,717 ", 155 , -   , 155 ," 9,044 "," 4,482 "," 4,562 "
ภาคกลาง,ตราด,ในเขตเทศบาล,13 - 14," 3,086 "," 1,989 "," 1,097 ", 74 , 74 , -   ," 3,012 "," 1,915 "," 1,097 "
ภาคกลาง,ตราด,ในเขตเทศบาล,15 - 19," 5,841 "," 2,895 "," 2,946 ", 205 , 128 , 77 ," 5,636 "," 2,767 "," 2,869 "
ภาคกลาง,ตราด,ในเขตเทศบาล,20 - 24," 6,259 "," 3,123 "," 3,136 ", 540 , 310 , 230 ," 5,719 "," 2,813 "," 2,906 "
ภาคกลาง,ตราด,ในเขตเทศบาล,25 - 29," 6,782 "," 3,549 "," 3,233 ", 283 , 188 , 95 ," 6,499 "," 3,361 "," 3,138 "
ภาคกลาง,ตราด,ในเขตเทศบาล,30 - 34," 6,995 "," 3,717 "," 3,278 ", 236 , 90 , 146 ," 6,759 "," 3,627 "," 3,132 "
ภาคกลาง,ตราด,ในเขตเทศบาล,35 - 39," 7,820 "," 3,936 "," 3,884 ", -   , -   , -   ," 7,820 "," 3,936 "," 3,884 "
ภาคกลาง,ตราด,ในเขตเทศบาล,40 - 44," 8,823 "," 4,578 "," 4,243 ", 162 , 113 , 48 ," 8,661 "," 4,465 "," 4,195 "
ภาคกลาง,ตราด,ในเขตเทศบาล,45 - 49," 7,781 "," 3,672 "," 4,109 ", 77 , -   , 77 ," 7,704 "," 3,672 "," 4,032 "
ภาคกลาง,ตราด,ในเขตเทศบาล,50 - 54," 7,646 "," 3,404 "," 4,242 ", 145 , 91 , 54 ," 7,501 "," 3,313 "," 4,188 "
ภาคกลาง,ตราด,ในเขตเทศบาล,55 - 59," 7,309 "," 3,821 "," 3,488 ", 108 , 108 , -   ," 7,201 "," 3,713 "," 3,488 "
