,,ทำร้ายผู้อื่นถึงแก่ความตาย,0,0,0,1,1,1,1,1,1,2,1,3,0,0,0,
,,พยายามฆ่า,11,7,7,20,20,20,10,9,12,10,8,8,16,15,15,
,,ทำร้ายร่างกาย,49,39,57,35,43,43,32,31,38,21,21,26,7,7,13,
,,ข่มขืนกระทำชำเรา,15,12,15,21,22,22,22,21,33,13,13,13,6,6,8,
,,อื่น ๆ,9,7,8,12,12,12,13,11,14,33,32,36,36,36,49,
,กำแพงเพชร,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,155,145,158,137,170,170,141,136,178,133,132,177,126,126,185,
,,ฆ่าผู้อื่น,14,15,14,6,6,6,5,5,6,5,5,8,11,11,15,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,1,3,3,3,3,3,3,3,1,1,1,3,3,3,
,,พยายามฆ่า,33,25,30,25,33,33,21,20,28,24,24,29,15,15,18,
,,ทำร้ายร่างกาย,52,52,65,57,76,76,68,67,98,36,36,55,22,22,30,
,,ข่มขืนกระทำชำเรา,37,34,34,33,39,39,27,27,29,33,32,36,23,23,32,
,,อื่น ๆ,17,18,12,13,13,13,17,14,14,34,34,48,52,52,87,
,ตาก,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,135,123,158,118,139,139,115,110,123,110,109,133,96,92,138,
,,ฆ่าผู้อื่น,25,22,24,12,12,12,14,12,12,12,12,15,12,11,11,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,8,8,16,5,5,5,4,4,4,7,7,7,5,5,5,
,,พยายามฆ่า,12,9,13,11,11,11,20,18,21,17,17,19,15,15,21,
,,ทำร้ายร่างกาย,44,37,62,49,69,69,33,33,42,32,32,46,12,12,24,
,,ข่มขืนกระทำชำเรา,31,31,27,32,33,33,24,23,24,21,21,22,23,20,24,
,,อื่น ๆ,15,16,16,9,9,9,20,20,20,21,20,24,29,29,53,
,สุโขทัย,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,130,115,167,142,199,199,103,100,126,108,107,160,104,103,148,
,,ฆ่าผู้อื่น,8,5,8,11,11,11,14,14,20,4,4,4,7,7,9,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,7,8,15,2,2,2,3,3,6,2,2,2,1,1,3,
,,พยายามฆ่า,9,9,20,10,11,11,14,13,14,13,12,14,16,16,23,
,,ทำร้ายร่างกาย,69,63,91,76,121,121,43,41,52,42,42,78,17,17,27,
,,ข่มขืนกระทำชำเรา,19,17,17,25,35,35,15,15,16,19,19,21,16,15,17,
,,อื่น ๆ,18,13,16,18,19,19,14,14,18,28,28,41,47,47,69,
,พิษณุโลก,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,229,195,252,210,230,230,226,214,281,204,201,263,196,191,266,
,,ฆ่าผู้อื่น,16,15,14,10,11,11,11,8,8,11,10,16,15,14,16,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,6,6,11,4,9,9,5,5,5,3,3,3,7,7,11,
,,พยายามฆ่า,18,14,19,18,18,18,13,12,19,10,10,10,12,12,14,
,,ทำร้ายร่างกาย,121,102,148,117,136,136,122,118,156,84,83,113,33,33,60,
,,ข่มขืนกระทำชำเรา,39,31,34,36,32,32,46,44,64,40,39,42,38,35,37,
,,อื่น ๆ,29,27,26,25,24,24,29,27,29,56,56,79,91,90,128,
,พิจิตร,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,133,119,143,113,134,134,103,101,129,72,69,77,75,73,113,
,,ฆ่าผู้อื่น,8,8,4,14,25,25,6,5,10,7,7,7,3,3,3,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,4,3,4,3,8,8,6,6,11,3,2,2,0,0,0,
,,พยายามฆ่า,13,9,13,12,12,12,14,13,16,5,5,7,9,8,10,
,,ทำร้ายร่างกาย,63,55,81,50,60,60,56,56,70,29,28,31,14,14,27,
,,ข่มขืนกระทำชำเรา,25,23,23,22,17,17,6,6,6,9,9,9,13,12,16,
,,อื่น ๆ,20,21,18,12,12,12,15,15,16,19,18,21,36,36,57,
,เพชรบูรณ์,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,218,189,238,181,211,211,189,185,241,181,176,219,172,168,247,
,,ฆ่าผู้อื่น,23,21,24,15,14,14,19,18,21,18,16,17,15,15,19,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,11,10,11,2,2,2,3,3,3,9,9,16,4,3,5,
,,พยายามฆ่า,24,20,24,41,49,49,22,22,24,29,29,37,21,21,25,
,,ทำร้ายร่างกาย,89,81,113,65,88,88,92,91,142,52,52,71,27,26,43,
,,ข่มขืนกระทำชำเรา,38,32,33,42,41,41,32,30,30,28,27,32,27,26,28,
,,อื่น ๆ,33,25,33,16,17,17,21,21,21,45,43,46,78,77,127,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,561,542,757,474,610,610,495,476,655,407,402,529,402,393,565,
,,ฆ่าผู้อื่น,42,45,53,33,44,44,27,26,39,27,27,29,23,22,26,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,22,25,38,20,28,28,26,26,35,19,19,20,27,25,28,
,,พยายามฆ่า,54,52,100,36,55,55,58,53,88,37,37,58,29,29,47,
,,ทำร้ายร่างกาย,286,271,386,276,365,365,290,283,395,167,164,218,97,97,137,
,,ข่มขืนกระทำชำเรา,91,87,98,61,71,71,61,55,64,56,56,65,55,52,63,
,,อื่น ๆ,66,62,82,48,47,47,33,33,34,101,99,139,171,168,264,
,บุรีรัมย์,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,304,281,399,380,451,451,276,269,369,205,203,294,191,190,321,
,,ฆ่าผู้อื่น,23,21,62,19,19,19,14,14,35,19,18,46,4,4,4,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,11,10,15,15,15,15,9,9,17,18,18,31,10,10,11,
,,พยายามฆ่า,45,41,51,30,44,44,30,28,51,29,29,55,23,22,53,
,,ทำร้ายร่างกาย,132,121,185,204,261,261,151,147,190,61,60,75,32,32,66,
,,ข่มขืนกระทำชำเรา,53,49,49,77,79,79,49,48,50,37,36,37,28,28,42,
,,อื่น ๆ,40,39,37,35,33,33,23,23,26,41,42,50,94,94,145,
,สุรินทร์,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,338,326,464,279,331,331,255,249,317,184,183,213,126,124,166,
,,ฆ่าผู้อื่น,18,16,27,5,7,7,15,15,16,14,14,16,7,6,6,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,15,13,43,8,9,9,8,7,10,9,9,9,12,12,13,
,,พยายามฆ่า,32,29,65,32,42,42,36,34,38,14,14,18,11,11,15,
,,ทำร้ายร่างกาย,161,161,210,145,176,176,132,131,183,80,80,96,22,21,33,
,,ข่มขืนกระทำชำเรา,70,63,72,59,66,66,41,40,46,29,28,28,21,21,24,
,,อื่น ๆ,42,44,47,30,31,31,23,22,24,38,38,46,53,53,75,
,ศรีสะเกษ,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,346,313,405,367,475,475,317,298,381,270,268,324,212,210,269,
,,ฆ่าผู้อื่น,24,22,26,15,24,24,13,12,14,22,21,24,10,10,11,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,8,8,8,8,11,11,15,15,19,8,7,7,7,7,7,
,,พยายามฆ่า,46,43,69,57,83,83,57,51,61,40,40,53,28,28,36,
,,ทำร้ายร่างกาย,165,149,196,213,278,278,163,154,214,121,121,153,36,35,50,
,,ข่มขืนกระทำชำเรา,61,57,65,40,44,44,30,28,28,32,32,35,30,30,36,
,,อื่น ๆ,42,34,41,34,35,35,39,38,45,47,47,52,101,100,129,
,อุบลราชธานี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,368,348,465,309,366,366,327,313,393,274,268,343,264,258,365,
,,ฆ่าผู้อื่น,41,46,56,14,19,19,24,21,32,20,19,27,16,15,18,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,12,9,16,16,22,22,11,11,15,10,9,10,12,12,14,
,,พยายามฆ่า,54,49,82,56,67,67,39,38,47,41,41,49,38,37,48,
,,ทำร้ายร่างกาย,167,158,210,155,195,195,186,182,234,107,105,146,29,29,41,
,,ข่มขืนกระทำชำเรา,53,46,56,43,41,41,38,33,36,28,27,33,28,25,42,
,,อื่น ๆ,41,40,45,25,22,22,29,28,29,68,67,78,141,140,202,
,ยโสธร,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,116,103,155,122,145,145,78,78,105,69,68,80,67,67,89,
,,ฆ่าผู้อื่น,9,9,14,6,8,8,8,8,21,3,3,3,6,6,6,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,3,3,3,4,6,6,1,1,1,3,3,3,6,6,7,
,,พยายามฆ่า,11,9,20,20,23,23,7,7,7,15,15,17,10,10,13,
,,ทำร้ายร่างกาย,62,55,91,76,92,92,44,44,58,24,23,28,11,11,12,
,,ข่มขืนกระทำชำเรา,16,13,14,10,10,10,9,9,9,11,11,12,5,5,6,
,,อื่น ๆ,15,14,13,6,6,6,9,9,9,13,13,17,29,29,45,
,ชัยภูมิ,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,227,203,272,219,271,271,209,199,264,149,146,174,197,194,293,
,,ฆ่าผู้อื่น,23,23,33,28,37,37,16,14,14,12,12,12,19,19,20,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,12,11,13,8,16,16,6,5,6,8,8,9,9,8,9,
,,พยายามฆ่า,32,26,44,23,27,27,29,26,39,21,21,26,30,30,56,
,,ทำร้ายร่างกาย,93,84,117,104,131,131,118,115,161,56,55,69,26,26,42,
,,ข่มขืนกระทำชำเรา,36,32,34,35,36,36,23,23,28,22,21,21,26,25,31,
,,อื่น ๆ,31,27,31,21,24,24,17,16,16,30,29,37,87,86,135,
,อำนาจเจริญ,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,73,78,98,54,64,64,61,61,74,55,54,64,57,56,79,
,,ฆ่าผู้อื่น,6,4,21,7,9,9,5,5,7,0,0,0,4,4,4,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,2,2,0,0,0,1,1,1,4,4,4,2,2,3,
,,พยายามฆ่า,4,4,17,4,6,6,5,5,7,8,7,9,2,2,4,
,,ทำร้ายร่างกาย,42,48,42,30,35,35,34,34,43,20,20,22,6,6,8,
,,ข่มขืนกระทำชำเรา,9,9,8,6,7,7,7,7,7,6,6,6,11,11,13,
,,อื่น ๆ,10,11,8,7,7,7,9,9,9,17,17,23,32,31,47,
,บึงกาฬ,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,69,69,100,58,66,66,65,57,92,47,46,65,49,48,76,
,,ฆ่าผู้อื่น,8,10,12,5,5,5,8,8,29,6,6,10,2,2,6,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,1,1,1,5,5,5,6,5,5,2,2,2,5,5,5,
,,พยายามฆ่า,8,8,13,10,10,10,5,5,6,8,7,9,7,7,7,
,,ทำร้ายร่างกาย,35,35,60,32,40,40,33,27,40,15,15,24,6,6,8,
,,ข่มขืนกระทำชำเรา,12,9,10,4,4,4,5,4,4,6,6,6,5,5,8,
,,อื่น ๆ,5,6,4,2,2,2,8,8,8,10,10,14,24,23,42,
,หนองบัวลำภู,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,101,78,111,74,101,101,64,64,75,76,76,89,74,74,90,
,,ฆ่าผู้อื่น,9,9,10,9,13,13,3,3,3,4,4,4,4,4,4,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,4,3,5,3,10,10,5,5,5,2,2,2,2,2,2,
,,พยายามฆ่า,11,8,10,9,9,9,9,9,10,6,6,6,18,18,23,
,,ทำร้ายร่างกาย,49,38,61,35,46,46,31,31,38,24,24,26,16,16,19,
,,ข่มขืนกระทำชำเรา,15,12,16,11,13,13,7,7,9,7,7,8,5,5,7,
,,อื่น ๆ,13,8,9,7,10,10,9,9,10,33,33,43,29,29,35,
,ขอนแก่น,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,382,278,345,352,379,379,297,280,334,303,291,364,292,284,392,
,,ฆ่าผู้อื่น,27,26,29,19,27,27,25,24,31,20,20,23,22,21,25,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,16,10,13,13,23,23,4,4,7,12,11,11,17,16,16,
,,พยายามฆ่า,41,26,37,43,44,44,43,41,46,34,32,51,39,38,46,
,,ทำร้ายร่างกาย,185,139,178,176,200,200,150,143,179,119,115,146,70,70,93,
,,ข่มขืนกระทำชำเรา,65,48,56,61,51,51,45,40,41,40,38,39,23,23,24,
,,อื่น ๆ,48,29,32,40,34,34,30,28,30,78,75,94,121,116,188,
,อุดรธานี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,278,251,323,203,214,214,218,215,242,196,193,226,183,176,247,
,,ฆ่าผู้อื่น,29,30,43,22,30,30,16,16,18,27,27,34,20,19,24,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,10,12,9,2,2,2,14,14,15,8,8,12,8,8,9,
,,พยายามฆ่า,47,42,49,34,34,34,39,39,44,34,33,36,36,36,50,
,,ทำร้ายร่างกาย,128,119,162,97,108,108,89,87,105,56,55,66,28,28,41,
,,ข่มขืนกระทำชำเรา,41,31,40,28,21,21,36,36,37,20,19,19,19,16,16,
,,อื่น ๆ,23,17,20,20,19,19,24,23,23,51,51,59,72,69,107,
,เลย,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,141,125,153,101,120,120,117,109,128,83,81,104,113,110,145,
,,ฆ่าผู้อื่น,19,21,22,15,14,14,21,20,25,11,11,14,11,11,11,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,3,3,3,2,2,2,3,3,5,2,2,2,6,6,9,
,,พยายามฆ่า,11,10,17,7,8,8,18,18,25,14,14,21,15,15,17,
,,ทำร้ายร่างกาย,73,63,84,53,73,73,43,39,44,26,26,34,18,17,24,
,,ข่มขืนกระทำชำเรา,19,14,11,10,10,10,16,16,16,10,10,10,14,12,14,
,,อื่น ๆ,16,14,16,14,13,13,16,13,13,20,18,23,49,49,70,
,หนองคาย,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,96,79,95,94,123,123,69,64,90,78,74,91,61,58,75,
,,ฆ่าผู้อื่น,5,5,7,10,9,9,4,4,6,8,7,11,3,3,3,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,4,2,3,2,2,2,4,4,5,2,2,2,1,1,1,
,,พยายามฆ่า,9,8,10,11,19,19,9,8,13,6,6,7,9,9,16,
,,ทำร้ายร่างกาย,49,36,48,49,72,72,42,39,57,24,23,25,10,9,10,
,,ข่มขืนกระทำชำเรา,17,17,17,14,14,14,6,5,5,16,15,17,6,6,6,
,,อื่น ๆ,12,11,10,8,7,7,4,4,4,22,21,29,32,30,39,
,มหาสารคาม,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,156,134,219,154,189,189,135,133,221,114,112,131,135,131,198,
,,ฆ่าผู้อื่น,6,5,8,9,11,11,9,9,17,11,11,12,10,9,9,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,7,5,17,2,3,3,7,7,24,5,5,5,4,4,4,
,,พยายามฆ่า,18,16,34,17,22,22,11,11,22,16,16,18,10,10,12,
,,ทำร้ายร่างกาย,93,79,131,86,114,114,73,72,112,42,41,53,32,31,56,
,,ข่มขืนกระทำชำเรา,12,11,12,22,22,22,14,13,13,13,12,14,16,15,21,
,,อื่น ๆ,20,18,17,18,17,17,21,21,33,27,27,29,63,62,96,
,ร้อยเอ็ด,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,271,216,274,243,288,288,231,223,269,207,200,225,208,202,291,
,,ฆ่าผู้อื่น,12,13,10,18,21,21,12,11,14,11,11,12,13,13,13,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,2,2,6,6,6,8,8,9,8,8,10,2,2,2,
,,พยายามฆ่า,33,23,29,22,33,33,20,20,28,20,19,22,33,32,56,
,,ทำร้ายร่างกาย,166,130,191,139,171,171,141,134,165,75,74,88,27,27,37,
,,ข่มขืนกระทำชำเรา,34,25,23,36,31,31,23,23,26,24,23,23,24,23,23,
,,อื่น ๆ,24,23,19,22,26,26,27,27,27,69,65,70,109,105,160,
,กาฬสินธุ์,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,205,160,225,134,169,169,135,127,168,133,128,146,146,144,197,
,,ฆ่าผู้อื่น,17,13,18,15,18,18,4,4,4,11,11,13,11,11,11,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,6,4,7,5,11,11,7,7,10,3,3,3,9,9,11,
,,พยายามฆ่า,35,26,43,20,21,21,24,22,29,21,21,25,17,17,19,
,,ทำร้ายร่างกาย,104,88,111,67,90,90,71,69,99,44,44,52,27,27,39,
,,ข่มขืนกระทำชำเรา,25,17,20,13,12,12,12,10,10,13,12,14,13,13,15,
,,อื่น ๆ,18,12,26,14,17,17,17,15,16,41,37,39,69,67,102,
,สกลนคร,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,175,152,213,173,192,192,158,155,184,130,126,153,135,132,185,
,,ฆ่าผู้อื่น,15,15,19,12,14,14,14,13,15,15,15,18,12,12,14,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,8,6,9,4,7,7,0,0,0,4,4,4,4,4,5,
,,พยายามฆ่า,19,14,30,23,24,24,21,20,21,15,15,21,17,16,21,
,,ทำร้ายร่างกาย,87,78,108,89,102,102,80,79,105,38,38,52,23,22,37,
,,ข่มขืนกระทำชำเรา,27,23,28,31,29,29,22,22,22,24,23,23,15,14,16,
,,อื่น ๆ,19,16,19,14,16,16,21,21,21,34,31,35,64,64,92,
,นครพนม,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,101,82,97,107,123,123,94,91,114,82,82,98,93,93,128,
,,ฆ่าผู้อื่น,7,6,5,12,12,12,8,6,7,9,9,9,8,8,10,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,6,5,3,6,6,6,8,8,8,9,9,9,1,1,1,
,,พยายามฆ่า,7,8,8,12,20,20,13,13,18,16,16,19,22,22,26,
,,ทำร้ายร่างกาย,59,49,58,59,66,66,51,51,67,22,22,31,11,11,26,
,,ข่มขืนกระทำชำเรา,13,5,15,13,14,14,10,9,10,14,14,14,6,6,7,
,,อื่น ๆ,9,9,8,5,5,5,4,4,4,12,12,16,45,45,58,
,มุกดาหาร,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,73,58,84,69,80,80,58,57,73,51,51,67,70,68,101,
,,ฆ่าผู้อื่น,10,8,18,5,5,5,3,3,4,5,5,8,4,4,7,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,0,0,0,6,5,5,2,2,2,0,0,0,2,2,3,
,,พยายามฆ่า,10,9,10,8,15,15,4,4,4,6,6,8,11,10,13,
,,ทำร้ายร่างกาย,40,31,45,35,40,40,27,27,42,18,18,19,11,11,18,
,,ข่มขืนกระทำชำเรา,8,7,6,8,8,8,13,12,12,12,12,19,14,13,14,
,,อื่น ๆ,5,3,5,7,7,7,9,9,9,10,10,13,28,28,46,
ภาคใต้,นครศรีธรรมราช,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,446,360,441,433,472,472,402,381,496,347,330,396,342,337,451,
,,ฆ่าผู้อื่น,71,49,77,66,68,68,62,54,84,54,51,59,25,25,29,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,14,9,14,7,10,10,2,2,2,2,2,2,19,18,24,
,,พยายามฆ่า,111,77,102,108,123,123,114,108,141,104,98,115,98,96,139,
,,ทำร้ายร่างกาย,191,171,194,194,216,216,176,173,216,108,104,132,45,45,65,
,,ข่มขืนกระทำชำเรา,29,22,25,32,30,30,23,20,25,25,23,25,18,18,20,
,,อื่น ๆ,30,32,29,26,25,25,25,24,28,54,52,63,137,135,174,
,กระบี่,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,185,141,165,197,185,185,149,133,157,143,133,166,124,121,155,
,,ฆ่าผู้อื่น,27,29,40,34,33,33,17,16,18,12,11,15,6,6,17,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,1,2,0,4,7,7,7,6,7,2,2,2,8,8,8,
,,พยายามฆ่า,52,38,51,49,41,41,29,23,23,31,28,32,23,21,26,
,,ทำร้ายร่างกาย,72,54,53,83,86,86,63,59,80,47,47,64,27,27,34,
,,ข่มขืนกระทำชำเรา,18,5,8,10,6,6,14,11,11,10,9,9,11,11,12,
,,อื่น ๆ,15,13,13,17,12,12,19,18,18,41,36,44,49,48,58,
,พังงา,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,131,83,101,90,87,87,86,78,95,68,64,79,84,83,109,
,,ฆ่าผู้อื่น,11,6,9,7,7,7,10,7,10,7,7,9,3,3,5,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,
,,พยายามฆ่า,12,11,12,13,15,15,18,16,20,10,8,8,12,12,16,
,,ทำร้ายร่างกาย,84,54,68,58,53,53,44,43,52,29,29,36,17,17,24,
,,ข่มขืนกระทำชำเรา,14,7,7,5,3,3,5,4,5,2,2,2,4,4,3,
,,อื่น ๆ,8,4,3,6,7,7,8,7,7,19,17,23,46,45,59,
,ภูเก็ต,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,205,132,170,194,149,149,184,149,186,124,108,133,102,96,124,
,,ฆ่าผู้อื่น,20,16,14,9,8,8,14,10,16,8,7,8,3,3,3,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,3,1,1,5,4,4,8,7,8,3,2,2,3,2,2,
,,พยายามฆ่า,21,9,16,30,16,16,14,13,15,15,13,14,14,13,18,
,,ทำร้ายร่างกาย,133,92,124,121,104,104,115,96,123,47,43,58,12,12,12,
,,ข่มขืนกระทำชำเรา,18,6,8,23,12,12,14,8,8,10,6,6,5,5,5,
,,อื่น ๆ,10,8,7,6,5,5,19,15,16,41,37,45,65,61,84,
,สุราษฎร์ธานี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,477,396,478,405,480,480,379,362,453,322,300,372,296,284,389,
,,ฆ่าผู้อื่น,68,55,67,53,64,64,49,43,63,42,37,44,29,28,43,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,8,5,21,7,8,8,9,9,10,8,6,6,10,10,15,
,,พยายามฆ่า,111,83,105,102,125,125,69,63,85,64,61,74,68,64,75,
,,ทำร้ายร่างกาย,197,181,202,172,216,216,196,192,239,82,77,94,34,30,40,
,,ข่มขืนกระทำชำเรา,57,43,48,42,38,38,25,24,24,21,20,33,22,21,35,
,,อื่น ๆ,36,29,35,29,29,29,31,31,32,105,99,121,133,131,181,
,ระนอง,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,72,60,72,80,93,93,44,41,60,51,51,64,40,40,55,
,,ฆ่าผู้อื่น,6,4,6,4,5,5,5,3,4,4,4,4,3,3,4,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,3,3,1,3,2,2,3,3,5,3,3,3,0,0,0,
,,พยายามฆ่า,21,19,25,19,23,23,9,9,14,6,6,9,4,4,4,
,,ทำร้ายร่างกาย,28,23,29,41,51,51,22,22,33,8,8,18,6,6,6,
,,ข่มขืนกระทำชำเรา,10,8,8,6,5,5,3,2,2,11,11,11,8,8,9,
,,อื่น ๆ,4,3,3,7,7,7,2,2,2,19,19,19,19,19,32,
,ชุมพร,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,183,148,167,178,193,193,130,126,172,110,108,125,88,82,108,
,,ฆ่าผู้อื่น,25,16,23,24,21,21,17,16,24,24,23,26,8,7,9,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,2,3,4,4,4,4,3,5,3,3,3,6,6,6,
,,พยายามฆ่า,29,22,31,37,35,35,20,19,23,12,11,15,23,18,20,
,,ทำร้ายร่างกาย,92,78,85,95,114,114,73,73,104,35,35,42,17,17,21,
,,ข่มขืนกระทำชำเรา,10,11,10,8,10,10,6,6,6,5,5,5,4,4,5,
,,อื่น ๆ,25,19,15,10,9,9,10,9,10,31,31,34,30,30,47,
,สงขลา,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,559,442,535,529,554,554,474,423,526,462,419,503,390,376,546,
,,ฆ่าผู้อื่น,67,49,61,56,60,60,70,58,83,54,44,54,34,29,36,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,10,7,8,4,2,2,7,7,7,8,8,8,3,3,5,
,,พยายามฆ่า,103,64,92,105,100,100,110,93,113,64,58,71,75,73,88,
,,ทำร้ายร่างกาย,291,254,302,287,324,324,223,210,262,178,170,208,80,80,123,
,,ข่มขืนกระทำชำเรา,49,33,37,47,44,44,33,30,36,32,28,28,23,22,28,
,,อื่น ๆ,39,35,35,30,24,24,31,25,25,126,111,134,175,169,266,
,สตูล,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,101,55,64,102,69,69,84,70,79,66,64,78,78,78,107,
,,ฆ่าผู้อื่น,12,8,9,11,6,6,8,5,6,2,2,2,6,6,9,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,0,0,0,1,1,1,3,2,2,0,0,0,0,0,0,
,,พยายามฆ่า,5,3,3,10,6,6,15,14,18,14,14,23,11,11,21,
,,ทำร้ายร่างกาย,61,36,43,52,36,36,34,30,34,31,30,35,15,15,22,
,,ข่มขืนกระทำชำเรา,15,5,5,22,17,17,10,8,8,8,8,8,2,2,3,
,,อื่น ๆ,8,3,4,6,3,3,14,11,11,11,10,10,44,44,52,
,ตรัง,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,283,222,259,274,281,281,265,235,285,236,225,275,219,211,266,
,,ฆ่าผู้อื่น,43,29,38,37,56,56,43,36,43,34,31,39,19,18,26,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,4,3,2,2,2,2,3,3,3,2,2,2,5,5,5,
,,พยายามฆ่า,65,39,49,72,62,62,62,51,70,51,49,66,67,61,72,
,,ทำร้ายร่างกาย,130,122,135,124,127,127,115,110,133,85,83,105,30,29,37,
,,ข่มขืนกระทำชำเรา,27,18,23,25,22,22,30,25,26,20,16,18,14,14,20,
,,อื่น ๆ,14,11,12,14,12,12,12,10,10,44,44,45,84,84,106,
,พัทลุง,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,219,141,179,173,144,144,194,162,210,144,115,132,155,140,188,
,,ฆ่าผู้อื่น,43,22,40,39,28,28,44,31,39,21,16,23,19,18,30,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,0,0,0,1,0,0,1,1,1,2,2,2,2,2,4,
,,พยายามฆ่า,63,34,33,43,40,40,48,39,60,33,26,27,45,38,47,
,,ทำร้ายร่างกาย,91,69,89,71,64,64,75,67,84,34,30,34,21,21,23,
,,ข่มขืนกระทำชำเรา,10,7,8,8,6,6,16,16,18,11,8,8,8,7,13,
,,อื่น ๆ,12,9,9,11,6,6,10,8,8,43,33,38,60,54,71,
,ปัตตานี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,201,59,113,176,112,112,145,66,108,124,84,130,120,83,123,
,,ฆ่าผู้อื่น,87,21,34,70,28,28,53,15,31,39,18,38,25,11,23,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,3,1,1,2,3,3,1,0,0,1,0,0,1,1,1,
,,พยายามฆ่า,45,8,16,36,22,22,38,18,31,30,22,34,42,25,39,
,,ทำร้ายร่างกาย,49,20,27,42,31,31,31,23,33,17,16,22,9,8,12,
,,ข่มขืนกระทำชำเรา,12,9,35,19,25,25,15,7,10,12,8,9,10,10,9,
,,อื่น ๆ,5,0,0,7,3,3,7,3,3,25,20,27,33,28,39,
