ภาค,จังหวัด,สถานภาพแรงงาน,กำลังแรงงาน,กำลังแรงงานปัจจุบัน,รวม,ชาย,หญิง
ภาคกลาง,กาญจนบุรี,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,1508.6825,542.39,966.2925
ภาคกลาง,กาญจนบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,205168.66,73827.25,131341.41
ภาคกลาง,กาญจนบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,62212.6075,4555.7775,57656.83
ภาคกลาง,กาญจนบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,48023.0625,22171.9625,25851.105
ภาคกลาง,กาญจนบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,18550.75,8254.25,10296.5
ภาคกลาง,กาญจนบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,76382.2825,38845.3075,37536.975
ภาคกลาง,สุพรรณบุรี,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,727506,346178.75,381327.25
ภาคกลาง,สุพรรณบุรี,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,469927.315,261979.1425,207948.17
ภาคกลาง,สุพรรณบุรี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,466704.1175,260491.44,206212.6775
ภาคกลาง,สุพรรณบุรี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,463185.7225,258926.6625,204259.06
ภาคกลาง,สุพรรณบุรี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,3518.3975,1564.7825,1953.62
ภาคกลาง,สุพรรณบุรี,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,3223.1925,1487.7025,1735.4925
ภาคกลาง,สุพรรณบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,257578.685,84199.6075,173379.0775
ภาคกลาง,สุพรรณบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,66095.8475,2317.93,63777.9175
ภาคกลาง,สุพรรณบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,44994.7025,19882.8825,25111.82
ภาคกลาง,สุพรรณบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,29879.25,10931.75,18947.5
ภาคกลาง,สุพรรณบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,116608.9425,51067.115,65541.8325
ภาคกลาง,นครปฐม,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,991849.25,468698.75,523150.5
ภาคกลาง,นครปฐม,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,700925.3575,366195.0625,334730.2975
ภาคกลาง,นครปฐม,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,700789.21,366058.9175,334730.2975
ภาคกลาง,นครปฐม,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,695716.7425,362810.1725,332906.57
ภาคกลาง,นครปฐม,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,5072.4675,3248.745,1823.725
ภาคกลาง,นครปฐม,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,136.1475,136.1475,0
ภาคกลาง,นครปฐม,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,290923.8925,102503.6875,188420.2025
ภาคกลาง,นครปฐม,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,80084.0375,5318.445,74765.5925
ภาคกลาง,นครปฐม,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,64327.075,30008.815,34318.2575
ภาคกลาง,นครปฐม,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,30369.5,13917.5,16452
ภาคกลาง,นครปฐม,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,116143.39,53258.905,62884.4875
ภาคกลาง,สมุทรสาคร,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,907571.25,444768.5,462802.75
ภาคกลาง,สมุทรสาคร,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,722326.67,382162.785,340163.8875
ภาคกลาง,สมุทรสาคร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,722326.67,382162.785,340163.8875
ภาคกลาง,สมุทรสาคร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,715610.0525,379770.995,335839.06
ภาคกลาง,สมุทรสาคร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,6716.6175,2391.7875,4324.8325
ภาคกลาง,สมุทรสาคร,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,0,0,0
ภาคกลาง,สมุทรสาคร,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,185244.5775,62605.715,122638.8625
ภาคกลาง,สมุทรสาคร,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,60381.8725,2914.96,57466.9125
ภาคกลาง,สมุทรสาคร,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,54081.825,25586.46,28495.365
ภาคกลาง,สมุทรสาคร,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,13213.5,5259.25,7954.5
ภาคกลาง,สมุทรสาคร,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,57567.4675,28845.22,28722.2475
ภาคกลาง,สมุทรสงคราม,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,164864.75,78474,86390.75
ภาคกลาง,สมุทรสงคราม,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,110303.3925,60048.21,50255.18
ภาคกลาง,สมุทรสงคราม,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,110296.4775,60041.295,50255.18
ภาคกลาง,สมุทรสงคราม,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,108588.72,59325.3525,49263.365
ภาคกลาง,สมุทรสงคราม,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,1707.7575,715.945,991.8125
ภาคกลาง,สมุทรสงคราม,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,6.915,6.915,0
ภาคกลาง,สมุทรสงคราม,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,54561.3575,18425.7875,36135.5725
ภาคกลาง,สมุทรสงคราม,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,18312.67,1774.3625,16538.31
ภาคกลาง,สมุทรสงคราม,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,10653.39,5241.67,5411.72
ภาคกลาง,สมุทรสงคราม,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,5160.25,2168.75,2991.5
ภาคกลาง,สมุทรสงคราม,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,20435.11,9241.03,11194.08
ภาคกลาง,เพชรบุรี,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,403441.5,195539.5,207902
ภาคกลาง,เพชรบุรี,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,285034.87,150889.8975,134144.975
ภาคกลาง,เพชรบุรี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,284884.8875,150792.9975,134091.8925
ภาคกลาง,เพชรบุรี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,280524.5725,148240.1375,132284.435
ภาคกลาง,เพชรบุรี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,4360.3175,2552.8575,1807.46
ภาคกลาง,เพชรบุรี,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,149.9825,96.9,53.0825
ภาคกลาง,เพชรบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,118406.6325,44649.6025,73757.025
ภาคกลาง,เพชรบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,27003.0925,3717.7075,23285.385
ภาคกลาง,เพชรบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,32013.7175,15208.415,16805.3025
ภาคกลาง,เพชรบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,11583.25,4180,7403.25
ภาคกลาง,เพชรบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,47806.565,21543.515,26263.0525
ภาคกลาง,ประจวบคีรีขันธ์,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,376021,190021.25,185999.75
ภาคกลาง,ประจวบคีรีขันธ์,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,259695.43,147832.7925,111862.64
ภาคกลาง,ประจวบคีรีขันธ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,259612.2875,147749.65,111862.64
ภาคกลาง,ประจวบคีรีขันธ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,255122.125,145198.745,109923.38
ภาคกลาง,ประจวบคีรีขันธ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,4490.1625,2550.905,1939.26
ภาคกลาง,ประจวบคีรีขันธ์,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,83.145,83.145,0
ภาคกลาง,ประจวบคีรีขันธ์,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,116325.57,42188.4575,74137.11
ภาคกลาง,ประจวบคีรีขันธ์,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,40659.9475,3795.7425,36864.21
ภาคกลาง,ประจวบคีรีขันธ์,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,27531.5125,13755.71,13775.8075
ภาคกลาง,ประจวบคีรีขันธ์,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,9378.5,4464.25,4914
ภาคกลาง,ประจวบคีรีขันธ์,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,38755.7575,20172.7075,18583.05
ภาคเหนือ,เชียงใหม่,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,1450088.25,702061.25,748027
ภาคเหนือ,เชียงใหม่,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,1038505.935,549232.6825,489273.25
ภาคเหนือ,เชียงใหม่,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,1037291.403,548524.1125,488767.2875
ภาคเหนือ,เชียงใหม่,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,1014445.513,539778.5325,474666.98
ภาคเหนือ,เชียงใหม่,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,22845.89,8745.5825,14100.31
ภาคเหนือ,เชียงใหม่,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,1214.5325,708.57,505.9625
ภาคเหนือ,เชียงใหม่,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,411582.315,152828.57,258753.75
ภาคเหนือ,เชียงใหม่,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,85891.695,4517.5075,81374.1875
ภาคเหนือ,เชียงใหม่,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,113620.3975,51891.6875,61728.7075
ภาคเหนือ,เชียงใหม่,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,41826.25,18782,23044
ภาคเหนือ,เชียงใหม่,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,170244.2125,77637.3275,92606.88
ภาคเหนือ,ลำพูน,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,356846.5,171295.75,185550.75
ภาคเหนือ,ลำพูน,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,254788,133872.6625,120915.335
ภาคเหนือ,ลำพูน,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,254788,133872.6625,120915.335
ภาคเหนือ,ลำพูน,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,251853.0375,132625.2425,119227.7975
ภาคเหนือ,ลำพูน,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,2934.96,1247.4225,1687.535
ภาคเหนือ,ลำพูน,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,0,0,0
ภาคเหนือ,ลำพูน,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,102058.5,37423.085,64635.4175
ภาคเหนือ,ลำพูน,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,23601.2175,1276.005,22325.2125
ภาคเหนือ,ลำพูน,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,22987.375,11011.4675,11975.9025
ภาคเหนือ,ลำพูน,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,12811.5,5502.25,7309.5
ภาคเหนือ,ลำพูน,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,42658.285,19633.5,23024.785
ภาคเหนือ,ลำปาง,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,631700.75,307892.5,323808.25
ภาคเหนือ,ลำปาง,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,396182.0325,215029.66,181152.375
ภาคเหนือ,ลำปาง,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,394538.57,214503.3025,180035.2675
ภาคเหนือ,ลำปาง,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,386983.3575,210992.9825,175990.3725
ภาคเหนือ,ลำปาง,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,7555.215,3510.3225,4044.8925
ภาคเหนือ,ลำปาง,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,1643.4625,526.355,1117.1075
ภาคเหนือ,ลำปาง,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,235518.7175,92862.8425,142655.875
ภาคเหนือ,ลำปาง,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,47339.3675,2183.09,45156.2725
ภาคเหนือ,ลำปาง,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,51307.0875,24400.8275,26906.26
ภาคเหนือ,ลำปาง,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,26315.5,12373,13942.5
ภาคเหนือ,ลำปาง,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,110556.7775,53905.96,56650.8175
ภาคเหนือ,อุตรดิตถ์,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,363264.25,172146.75,191117.5
ภาคเหนือ,อุตรดิตถ์,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,215342.85,120912.595,94430.2575
ภาคเหนือ,อุตรดิตถ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,212405.1475,118689.9675,93715.1825
ภาคเหนือ,อุตรดิตถ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,209236.2475,116666.9725,92569.28
ภาคเหนือ,อุตรดิตถ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,3168.9,2022.9925,1145.9025
ภาคเหนือ,อุตรดิตถ์,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,2937.705,2222.63,715.0775
ภาคเหนือ,อุตรดิตถ์,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,147921.4025,51234.16,96687.245
ภาคเหนือ,อุตรดิตถ์,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,51545.67,3961.525,47584.1425
ภาคเหนือ,อุตรดิตถ์,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,29210.205,13537.8475,15672.3575
ภาคเหนือ,อุตรดิตถ์,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,14071.75,6684.25,7387.25
ภาคเหนือ,อุตรดิตถ์,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,53093.9075,27050.455,26043.4525
ภาคเหนือ,แพร่,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,362767.75,172724.25,190043.5
ภาคเหนือ,แพร่,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,235364.4175,126911.195,108453.22
ภาคเหนือ,แพร่,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,229479.865,122695.8225,106784.04
ภาคเหนือ,แพร่,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,226992.8925,121741.1425,105251.7475
ภาคเหนือ,แพร่,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,2486.975,954.68,1532.2925
ภาคเหนือ,แพร่,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,5884.5525,4215.37,1669.1825
ภาคเหนือ,แพร่,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,127403.3325,45813.055,81590.28
ภาคเหนือ,แพร่,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,34092.2275,1476.0475,32616.175
ภาคเหนือ,แพร่,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,25686.2525,12971.395,12714.8575
ภาคเหนือ,แพร่,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,15711.25,7150,8561.25
ภาคเหนือ,แพร่,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,51913.63,24215.53,27698.0975
ภาคเหนือ,น่าน,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,360963.25,177795.75,183167.5
ภาคเหนือ,น่าน,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,251124.4425,135859.3225,115265.12
ภาคเหนือ,น่าน,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,249973.8625,134864.4875,115109.375
ภาคเหนือ,น่าน,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,248730.3975,134322.3125,114408.085
ภาคเหนือ,น่าน,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,1243.47,542.1775,701.295
ภาคเหนือ,น่าน,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,1150.5775,994.835,155.745
ภาคเหนือ,น่าน,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,109838.8075,41936.4275,67902.38
ภาคเหนือ,น่าน,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,30957.6375,1149.57,29808.0675
ภาคเหนือ,น่าน,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,25451.8975,12333.6475,13118.25
ภาคเหนือ,น่าน,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,12221,6455.25,5765.75
ภาคเหนือ,น่าน,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,41208.235,21997.89,19210.345
ภาคเหนือ,พะเยา,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,345404.5025,167200,178204.5025
ภาคเหนือ,พะเยา,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,214085.82,120624.5175,93461.2975
ภาคเหนือ,พะเยา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,210929.21,118580.3725,92348.8375
ภาคเหนือ,พะเยา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,207334.705,116688.2475,90646.46
ภาคเหนือ,พะเยา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,3594.51,1892.13,1702.3775
ภาคเหนือ,พะเยา,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,3156.6075,2044.145,1112.4625
ภาคเหนือ,พะเยา,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,131318.685,46575.48,84743.205
ภาคเหนือ,พะเยา,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,35579.8475,3058.415,32521.435
ภาคเหนือ,พะเยา,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,28193.2,12448.3875,15744.8075
ภาคเหนือ,พะเยา,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,15061.5,6583.75,8477.75
ภาคเหนือ,พะเยา,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,52484.0225,24485.0075,27999.015
ภาคเหนือ,เชียงราย,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,949836,461965.75,487870.25
ภาคเหนือ,เชียงราย,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,595269.4925,346323.9025,248945.5875
ภาคเหนือ,เชียงราย,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,594738.9675,345842.2625,248896.705
ภาคเหนือ,เชียงราย,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,583339.5075,340031.9875,243307.515
ภาคเหนือ,เชียงราย,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,11399.46,5810.2675,5589.19
ภาคเหนือ,เชียงราย,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,530.5275,481.645,48.8825
ภาคเหนือ,เชียงราย,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,354566.51,115641.85,238924.66
ภาคเหนือ,เชียงราย,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,118661.7875,4816.165,113845.6225
ภาคเหนือ,เชียงราย,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,81823.7275,38084.1425,43739.585
ภาคเหนือ,เชียงราย,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,33034.5,14973,18061.25
ภาคเหนือ,เชียงราย,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,121046.6775,57768.345,63278.0825
ภาคเหนือ,แม่ฮ่องสอน,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,151901,76493.25,75407.75
ภาคเหนือ,แม่ฮ่องสอน,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,110060.2325,60451.2575,49608.975
ภาคเหนือ,แม่ฮ่องสอน,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,107779.95,59087.16,48692.7875
ภาคเหนือ,แม่ฮ่องสอน,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,107020.3525,58900.1125,48120.2425
ภาคเหนือ,แม่ฮ่องสอน,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,759.5975,187.05,572.55
ภาคเหนือ,แม่ฮ่องสอน,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,2280.28,1364.0975,916.185
ภาคเหนือ,แม่ฮ่องสอน,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,41840.7675,16041.9925,25798.7775
ภาคเหนือ,แม่ฮ่องสอน,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,9585.715,363.78,9221.93
ภาคเหนือ,แม่ฮ่องสอน,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,9442.9725,3913.0825,5529.895
